Project ID,Category,Title,County,Improvement Type,Cost,Primary Project, Description
"11551","Under Construction","I-78 Lehigh ASR- Cedar Crest to Lehigh St.","Lehigh        ","Restoration","0","72822","I-78  Alkali-Silica Reaction treatment of mainline and shoulders from Cedar Crest Interchange to Lehigh Street Interchange in City of Allentown and Salisbury Townships, Lehigh County. Also includes bridge preservation activities."
"11565","Under Construction","Tilghman St o/Lehigh & RR","Lehigh        ","Bridge Rehabilitation","24990558","null","Tilghman St (SR 1002) over Lehigh River and Corman RR
City of Allentown
Lehigh County
Bridge Rehabilitation or replacement"
"12824","Under Construction","2019 Philadelphia ADA Ramps(C)","Philadelphia  ","null","5838518","null","2019 Phila ADA Ramps(PD6)
Philadelphia 
Construction of curb cut ramps to latest ADA standards"
"12842","Under Construction","ADA Ramps 2020 Bucks & Mont Co. (C)","Bucks         ","null","5217601","null","2020 Bucks & Montgomery Co. ADA Ramps 
Bucks & Montgomery Counties 
Construction of ADA Ramps"
"12885","Under Construction","ADA Ramps 2020 Chester & Mont Co.(C)","Chester       ","null","2887665","null","2020 Chester and Montgomery ADA Ramps 
Chester and Delaware Counties 
Construction of ADA Ramps"
"12886","Under Construction","ADA Ramps 2020 Phila Cnty (C)","Philadelphia  ","null","5212936","null","2020 Phila Co. ADA Ramps 
Philadelphia County 
Construction of ADA Ramps"
"13008","Under Construction","ITS Maint Contract 2020(C)","Bucks         ","Miscellaneous","4681072","null","ITS Maintenance Contract 2020
Bucks County 
Maintain Existing Hardware and Software"
"13039","Under Construction","D6 Bridge Cleaning 2020-21 (C)","Bucks         ","Bridge Preservation Activities","1209672","null","D6 Bridge Cleaning 2020-21
District Wide 
Bridge Cleaning"
"13068","Under Construction","2020-2023 Hwy Lighting Maintenance(C)","Montgomery    ","Lighting","9837469","null","2020-2023 Hwy Lighting Maintenance
Bucks, Chester, Delaware, Montgomery & Philadelphia Counties
Upkeep of light standards"
"13249","Under Construction","Stone Rd O/Deep Run (C)","Bucks         ","Bridge Replacement","1705000","null","Stone Rd O/Deep Run
Bedminster Twp
Bridge Replacement"
"13606","Under Construction","Hulmeville Ave o/ CSX (C)","Bucks         ","Bridge Replacement","5780207","null","Hulmeville Ave over CONRAIL
Langhorne Manor & Penndel Boros, Middletown Twp
Bridge Replacement"
"13727","Under Construction","Brstl Rd: Hulm-Old Linc (C)","Bucks         ","Intersection Improvement","16887534","null","Bristol Road:  Hulmeville - Old Lincoln Highway
Bensalem Township 
Intersection Improvements"
"14236","Under Construction","Lt Wshngtn Rd O/Clbrtsn (C)","Chester       ","Bridge Replacement","1394141","null","Little Washington Road Over Culbertson Run
East Brandywine Township
Bridge Replacement."
"16216","Under Construction","Pennswood Rd O/AMTRAK (C)","Montgomery    ","Bridge Rehabilitation","5036897","null","Pennswood Road over AMTRAK/SEPTA
Lower Merion Township
Bridge Replacement"
"16239","Under Construction","New Hanover Sqr Rd Bridge (C)","Montgomery    ","Bridge Replacement","2696289","null","NEW HANOVER SQ RD BR
NEW HANOVER TWP
MONTGOMERY COUNTY"
"16396","Under Construction","E Church Rd O/SEPTA (L) (C)","Montgomery    ","Bridge Replacement","5151647","null","Church Road over SEPTA
Upper Merion Township
Bridge Replacement"
"16599","Under Construction","PA320 @ Hanging Rock (C)","Montgomery    ","Restoration","9230696","null","PA 320 @ Hanging Rock 
Upper & Lower Merion Twps
Restoration"
"16705","Under Construction","Chester Valley Trail Ext(C)","Montgomery    ","Bicycle Facilities/Services","13581502","null","Chester Valley Trail
Upper Merion Township & Bridgeport, Norristown Boroughs
Pedestrian, Bike Trails"
"16726","Under Construction","WarminsterRd/Pennypack Ck (C)","Montgomery    ","Bridge Replacement","3826888","null","Warminster Road over Pennypack Creek
Bridge Replacement
Upper Moreland Township/Hatboro Borough
Montgomery County"
"16741","Under Construction","PA 663 o/ trib Minister Crk (C)","Montgomery    ","Bridge Deck Replacement","2577104","null","PA 663 o/ trib Minister Creek
New Hanover Twp
Bridge Replacement"
"17407","Under Construction","Erie Ave o/ Conrail (Parent) (C)","Philadelphia  ","Bridge Removal","7784082","null","Erie Ave over Conrail
Bridge Removal
City of Philadelphia"
"17409","Under Construction","Coulter St./SEPTA *B2 (C)","Philadelphia  ","Bridge Rehabilitation","3707000","null","IN CITY OF PHILADELPHIA 
COULTER STREET BRG OV SEPTA 
BRIDGE REPLACEMENT
BRDG BILL 2"
"17816","Under Construction","Chestnut St@30th St o/Sch (C)","Philadelphia  ","Bridge Rehabilitation","0","17816","Chestnut St at 30th St
City of Philadelphia
Bridge Rehabilitation"
"18998","Under Construction","Red Top Road Bridge","Dauphin       ","Bridge Replacement","730397","null","Bridge Replacement
Red Top Road over tributary to Nyes Run
Lower Paxton Township"
"19188","Under Construction","Maclays Mill Road Bridge","Franklin      ","Bridge Replacement","1530435","null","SR 4018 (Maclays Mill Road) over Conodoguinet Creek
Southhampton Township
Bridge Replacement"
"20503","Under Construction","Linton Hill Road Bridge","Perry         ","Bridge Replacement","976863","null","Bridge replacement
T-347 (Linton Hill Road) over Little Juniata Creek
Penn Township"
"21144","Under Construction","Baker Road Bridge","York          ","Bridge Rehabilitation","781835","null","Baker Road over Little Conewago Creek
Dover Township
Bridge Replacement"
"21454","Under Construction","Gravl Pit/Tar Water Ck Br","Bedford       ","Bridge Replacement","3601560","null","Over Tar Water Creek
Londonderry Township
Bridge Replacement"
"21562","Under Construction","PA31 Kinton Bridge","Bedford       ","Bridge Rehabilitation","1532246","null","Over Raystown Br of Juniate Rvr
Harrison/Napier Twps
Bridge Rehabilitation"
"21617","Under Construction","PA96 Sulphur Sprng Crk Br","Bedford       ","Bridge Replacement","0","21454","Over Sulphur Springs Creek
Harrison Township
Bridge Replacement"
"21918","Under Construction","T-378 West Loop Road Bridge","Blair         ","Bridge Replacement","996819","null","Over Old Town Run
Frankstown Township
Bridge Replacement"
"22088","Under Construction","Wopsononock Avenue Spring","Blair         ","Bridge Replacement","2235298","null","Bridge Replacement"
"22486","Under Construction","Coal Pit Run Bridge","Cambria       ","Bridge Replacement","3083637","null","Coal Pit Run
Blacklick Township
Bridge Replacement"
"22492","Under Construction","South Wilmore Little Cone","Cambria       ","Bridge Replacement","4572000","null","Over the Little Conemaugh River
Wilmore Borough
Bridge Replacement"
"22564","Under Construction","N Frugality Powell Rn Cvt","Cambria       ","Bridge Replacement","4162617","null","Over Powell Run
Reade Township
Bridge Replacement"
"22624","Under Construction","PA53 Sandy Run Culvert","Cambria       ","Bridge Replacement","0","22564","Over Sandy Run
Reade Township
Bridge Replacement"
"22625","Under Construction","PA 53/Fallentimber","Cambria       ","Bridge Replacement","0","22564","Over Fallentimber Run
Reade Township
Bridge Replacement"
"22816","Under Construction","Breezewood-Fulton Co Line","Bedford       ","Restoration","19404103","null","US 30 Interchange south to the Fulton County Line
East Providence Twp
Highway Restoration"
"22961","Under Construction","Hill Valley Creek Bridge #2","Huntingdon    ","Bridge Replacement","1071017","null","Over Hill Valley Creek
Shirley Township
Bridge Replacement"
"23566","Under Construction","PA 601/Shade Creek","Somerset      ","Bridge Replacement","1575999","null","Over Shade Creek
Paint Township
Superstructure Replacement"
"23589","Under Construction","Juniata Rv Raystwn Br Brg","Somerset      ","Bridge Replacement","947848","null","Over Raystown Br Juniata River 
Allegheny Township
Bridge Replacement"
"24715","Under Construction","South of Cooperstown Br #1","Butler        ","Bridge Replacement","3993454","null","PA 8 over the south branch of Glade Run
Middlesex Township
Bridge Replacement"
"24716","Under Construction","South of Cooperstown Br #2","Butler        ","Bridge Replacement","0","24715","PA 8 over an unnamed tributary of Glade Run
Middlesex Township
Bridge Replacement"
"24717","Under Construction","South of Cooperstown Br #3","Butler        ","Bridge Replacement","0","24715","PA 8 over an unnamed tributary of Glade Run
Middlesex Township
Bridge Replacement"
"25696","Under Construction","US 422 Cunningham Culverts","Indiana       ","Bridge Replacement","5810448","null","US 422 over Curry Run and a tributary to Curry Run
Armstrong Township
Bridge Replacement"
"25752","Under Construction","Claypoole Heights Bridge","Indiana       ","Bridge Replacement","632176","null","SR 4422 (West Pike Road) over a tributary to McCarthy Run
White Township
Bridge Replacement"
"26101","Under Construction","Coder Bridge #2","Jefferson     ","Bridge Replacement","2989752","null","PA 28 over Clement Run
Rose Township
Bridge Replacement"
"26454","Under Construction","US 19/Washington Rd (South Hills) Adaptive Signal","Allegheny     ","Existing Signal Improvement","0","109388","Traffic adaptive signal system on SR 19, Washington Road from Cochran Road to Village Drive in Bethel Park Borough, Upper St. Clair and Mt. Lebanon Townships, Allegheny County"
"26546","Under Construction","Nike Site Road Bridge Rehabilitation","Allegheny     ","Bridge Rehabilitation","2727961","null","Bridge restoration/replacement on SR 3039 Nike Site Road over Robinson Run, Panhandle Trail, and Old Noblestown Road in Collier Township, Allegheny County"
"26623","Under Construction","SR 2040/Buttermilk Hollow Rd - Ceco Dr","Allegheny     ","Restoration","11690014","null","Left turn lane, mill overlay on SR 2040, Lebanon Church Road, from Buttermilk Road to Ceco Drive in West Mifflin Borough, Allegheny County"
"27159","Under Construction","Pine Creek Br. #6 (PS06)","Allegheny     ","Bridge Replacement","1570155","null","(Sponsor = Allegheny County)  Bridge replacement on PS06 (Pine Creek #6) Vilsack Road over the South Branch of Pine Creek in Shaler Township, Allegheny County.
"
"27300","Under Construction","West Ohio St/Ridge Ave Br's.","Allegheny     ","Bridge Rehabilitation","6138640","null","(Sponsor = City of Pittsburgh) Widen roadway and bridge rehabilitation (West Ohio Street RR Bridge) and demolition (Ridge Ave Bridge), both over Norfolk Southern Railroad in the North Shore of the City of Pittsburgh, Allegheny County"
"27543","Under Construction","Kenmawr Bridge over NS RR","Allegheny     ","Bridge Replacement","11791098","null","(Sponsor = Swissvale/Norfolk Southern) Replacing Kenmawr Bridge on S. Braddock Avenue over Norfolk Southern RR in Swissvale and Rankin Boroughs, Allegheny County."
"27753","Under Construction","CM05 Campbells Run","Allegheny     ","Bridge Replacement","2644537","null","Bridge replacement on Campbells Run Road over a tributary to Campbells Run in Collier and Robinson Townships, Allegheny County and is located 0.3 miles east of Keiner's Lane."
"27770","Under Construction","SN02 Spring Run NO2","Allegheny     ","Bridge Replacement","220271","null","Bridge replacement on Spring Run Road over Spring Run in Crescent Township Allegheny County"
"28155","Under Construction","Ardmore Blvrd Br over Falls Run","Allegheny     ","Bridge Replacement","0","113415","Design build structure replacement on SR 30 over Falls Run in Forest Hills Borough, Allegheny County. 1000ft south east of Braddock Rd."
"28180","Under Construction","CBD Signal Phase 3 Construction","Allegheny     ","Existing Signal Improvement","3757296","null","CBD Signal improvement at Central Business District, City of Pittsburgh, Allegheny County"
"28345","Under Construction","Jerome Street Bridge","Allegheny     ","Bridge Rehabilitation","16321173","null","Bridge restoration - Full paint and approach work on SR 2094 (Jerome Street Bridge) over SR 2027, from SR 2021 and SR 2094 to Jerome Street and SR 2094 in the City of McKeesport, Allegheny County."
"28520","Under Construction","Mayview Road Bridge","Allegheny     ","Bridge Replacement","4723376","null","Mayview Road Bridge over Branch of Chartiers Creek, near Boyce Road
South Fayette Township, Allegheny County
Bridge replacement and signal improvement and turning widening."
"28593","Under Construction","US 30 over Falls Run","Allegheny     ","Bridge Replacement","0","113415","Bridge replacement of structure on US 30 over Falls Run 100 feet northwest of Newport Road in Forest Hills Borough, Allegheny County."
"28609","Under Construction","Kelly Run Road Bridge","Allegheny     ","Bridge Replacement","0","113344","Bridge replacement on SR 2005 over Kelly Run in Forward Township Allegheny County"
"29045","Under Construction","US 30 Upgrade","Beaver        ","Reconstruct","8601911","null","Highway reconstruction on SR 30 (Lincoln Highway) from the PA/WVA state line and proceeds to 1.0 mile west of SR 168 intersection all within Greene Township, Beaver County.  This project is adding a left hand turn lane at Red Dog Road."
"29474","Under Construction","Tower Road Br/Funk Run","Lawrence      ","Bridge Replacement","938596","null","Bridge replacement located on SR 2009, Tower Road over Funk Run in Perry Township, Lawrence County."
"29489","Under Construction","MTF Montour Junction Sports & Athletic Complex","Allegheny     ","Bicycle Facilities/Services","659273","null","(Sponsor = Friends of Pittsburgh Professional Soccer) Widening SR 51 for left turn lane for The Sports & Athletic Complex at Montour Junction, at Coraopolis Borough, Allegheny County.  Also a new traffic signal at I79 on/off ramps.
"
"30306","Under Construction","SR 3007 over Br of Wheeling Crk - DFB","Greene        ","Bridge Replacement","0","105330","SR 3007 (Bristoria Road) over Branch of Wheeling Creek
Richhill Township
Greene County"
"30822","Under Construction","SR 4012 over Robbs Run","Washington    ","Bridge Rehabilitation","944313","null","4012 (Lincoln Avenue) over Robbs Run
McDonald Borough, Washington County
Bridge Rehabilitation"
"31550","Under Construction","SR 4019 Bridge over NS RR","Westmoreland  ","Bridge Replacement","2252067","null","SR 4019 (Ardara Road) over Norfolk Southern (formerly Conrail) RR
North Huntingdon Township, Westmoreland County
Bridge Replacement"
"31894","Under Construction","I-70 @ PA 31 Interchange","Westmoreland  ","Interchange Improvement","67694511","null","I-70 @ PA 31 Interchange
South Huntingdon Township
Interchange Reconstruction"
"31895","Under Construction","Yukon & Madison Interchanges","Westmoreland  ","Interchange Improvement","95390493","null","I-70 -Yukon and Madison Interchanges
Westmoreland County
Interchange Reconstruction"
"31979","Under Construction","SR 4075 over Pucketa Creek-DFB","Westmoreland  ","Bridge Improvement","1373808","null","SR 4075 Over Pucketa Creek 
Upper Burrell Township, Westmoreland County 
Bridge Improvements"
"32015","Under Construction","I-70 Gap Reconstruction","Westmoreland  ","Reconstruct","0","31895","I-70 from East of the Madison Interchange to the I 70 structure over SR 3014 (Hunker Waltz Mill Rd)"
"32168","Under Construction","Crawford Group 112","Crawford      ","Resurface","0","115245","State Route 408 and State Route 428
Hydetown Boro and Troy Township
Resurfacing"
"32319","Under Construction","Mercer Group 411-2","Mercer        ","Resurface","0","32326","State Route 3015 (Mercer Avenue) from State Route 60 (Broadway Avenue) to State Route 418 (Council Street/Mercer Avenue)
Borough of Wheatland 
Resurfacing"
"32326","Under Construction","Mercer Group 411","Mercer        ","Resurface","2935106","null","SR 258 (Maple Street) to Lake Road
Coolspring, East Lackawannock, Jefferson Townships and the Boroughs of Clark and Mercer 
Resurfacing"
"47993","Under Construction","7th St O/Chester Cr (C)","Delaware      ","Bridge Replacement","0","47993","7th Street over Chester Creek
City of Chester
Bridge Replacement"
"50634","Under Construction","CountyLine Rd: Kulp Rd to PA 611(C)","Bucks         ","Widen/Resurfacing (no additional lanes)","11243499","null","County Line Road:  Kulp Road - PA 611
Horsham & Warrington Townships
Corridor Restoration"
"51466","Under Construction","PA 26/I-80 Interchange","Centre        ","New Interchange","52774069","null","New Local Interchange PA 26/I-80 
Marion Township
New Local Interchange"
"56823","Under Construction","Moshannon Ck.Br. BOX","Clearfield    ","Bridge Replacement","297786","null","SR 2051 over Moshannon Creek
Osceola Mills
Bridge Replacement"
"57106","Under Construction","Bartholomew Road Bridge","Lawrence      ","Bridge Replacement","1121121","null","Bridge replacement on Bartholomew Road (T-473) Bridge over Jenkins Run  in North Beaver Township, Lawrence County."
"57201","Under Construction","PA 519 at PA 980 and I-79","Washington    ","Intersection Improvement","25339118","null","PA 519 from I-79 ramps to PA 519 / US 19 ramps / PA 980
North Strabane Twp, Washington County
Safety Improvements"
"57276","Under Construction","Montgmry Av O/AMTRAK (C)","Philadelphia  ","Bridge Replacement","17121247","null","Montgomery Avenue over AMTRAK
City of Philadelphia
Bridge Replacement"
"57557","Under Construction","T-553 ov Wallace Run","Bradford      ","Bridge Replacement","949000","null","T-553 (Covered Bridge Road) over Wallace Run
Burlington Township
Bridge replacement"
"57625","Under Construction","PA 232 & Swamp Rd(C)","Bucks         ","Intersection Improvement","4712292","null","PA 232 and Swamp Road
Wrightstown Township
Intersection Improvements"
"57635","Under Construction","Quakertown Closed Loop (C)","Bucks         ","Existing Signal Improvement","4004310","null","Quakertown; PA309 and California Road
Richland Township & Quakertown Borough
Closed Loop Signal System"
"57868","Under Construction","Hamlin Corners","Wayne         ","Intersection Improvement","1113882","null","Intersection improvements at State Route 590 (Hamlin Highway) and State Route 191 (Easton Turnpike) in Salem Township, Wayne County."
"57921","Under Construction","I-80/Exit 308 Realignment","Monroe        ","Interchange Improvement","93887482","null","Realignment of Exit 308 (Old Exit 51) for Prospect Street interchange on I-80 in East Stroudsburg Borough, Monroe County.
"
"58082","Under Construction","SR 2007: Mill Ck Brdg","Mercer        ","Bridge Replacement","668668","null","SR 2007 (Springfield Church Road) Bridge over Mill Creek
Findley Township
Bridge Replacement"
"59434","Under Construction","Schuylkill Riv Trail(C)","Chester       ","Bicycle Facilities/Services","7961232","null","Schuylkill River Trail
PA 29 - Berks County Line
Design, Acquisition & Construction of a Multi-Use Trail"
"61354","Under Construction","PA 8: Barkeyville to Franklin","Venango       ","Restoration","33162208","null","State Route 8 (Richard C. Frame Highway) from State Route 3003 to State Route 3013 
Irwin, Sandy Creek and Victory Townships
Restoration"
"61813","Under Construction","SR 6 (Robert P. Casey Highway) to SR 6006","Lackawanna    ","Restoration","29974540","null","Highway restoration on State Route 6 (Robert P. Casey Highway) from Interstate 81 to Roosevelt Highway, Dunmore, Throop, Olyphant, Jessup, Archbald and Mayfield Boroughs and Carbondale Township, Lackawanna County."
"62880","Under Construction","I-83 Exit 18","York          ","Interchange Improvement","31081038","null","PA-124 from S. Ogontz Street to Greenspring Drive and I-83
Spring Garden, York and Springettsbury Townships
New Interchange"
"63175","Under Construction","Paxton Run Rd Bridge","Franklin      ","Bridge Rehabilitation","0","19188","Paxton Run Road (SR 4018) over Tributary of Conodoguinet Creek
Lurgan Township
Bridge Rehabilitation"
"63486","Under Construction","US202:Johnson-Swede   #4 (C)","Montgomery    ","Widen","54307555","null","US 202:  Johnson - Swede Rd
Norristown Boro, E Norriton & Whitpain Twps
Road Widening"
"63490","Under Construction","US202:Swede-Morris     #2 (C)","Montgomery    ","Widen","56930350","null","US 202:  Swede - Morris Rd
Whitpain Twp
Road Widening"
"63491","Under Construction","US202:Morris-Swedesfd  #3 (C)","Montgomery    ","Widen","43132521","null","US 202:  Morris Rd - Hancock Rd
U & L Gwynedd, U Dublin & Whitpain Twps
Reconstruction & Widening"
"64790","Under Construction","MacDade Blvd:South Ave (C)","Delaware      ","Existing Signal Improvement","4234159","null","MacDade Blvd:  South Avenue - Cherry Street
Collingdale & Glenolden Boroughs
Signal Upgrades & Coordination"
"66296","Under Construction","443 Roadway Improvements","Carbon        ","Safety Improvement","21365101","null","SR 443 from Carbon Plaza Mall to Thomas J. McCall Memorial Bridge
Borough of Lehighton and Mahoning Township, Carbon County
Widening/Safety"
"67016","Under Construction","Freedom Rd Upgrade - Ph C","Beaver        ","Relocation/Realignment","21770385","null","Relocation of SR 2004 (Freedom Road) from T-606 (Park Quarry Road) to SR 989 in New Sewickley Township, Beaver County.  Also includes 2 culvert replacements, a roundabout, stream relocation."
"67366","Under Construction","SR 309 over SR 2022 and Railroad","Luzerne       ","Bridge Preservation Activities","8617658","null","Bridge preservation on State Route 309 (North Cross Valley Expressway) over State Route 2022 and Railroad in the City of Wilkes-Barre, Luzerne County."
"67409","Under Construction","SR 3007 over Little Wapwallopen Creek","Luzerne       ","Bridge Replacement","1244214","null","Bridge replacement on State Route 3007 (Blue Ridge Trail) over Little Wapwallopen Creek, in Slocum Township, Luzerne County.

"
"67417","Under Construction","SR 309 over Wilkes Barre Boulevard","Luzerne       ","Bridge Preservation Activities","0","67366","Bridge preservation on State Route 309 (North Cross Valley Expressway) over Wilkes Barre Boulevard in the City of Wilkes Barre, Luzerne County."
"67434","Under Construction","SR 11 over Railroad and Mill Creek","Luzerne       ","Bridge Rehabilitation","2117893","null","Bridge rehabilitation on State Route 11 (Main Street) over Railroad and Mill Creek in Dupont Borough, Luzerne County."
"67471","Under Construction","SR 92 over Lewis Creek","Luzerne       ","Replace/Rehab","805016","null","Bridge replacement on State Route 92 (Sullivan Trail) over Lewis Creek, in Exeter Township, Luzerne County."
"67593","Under Construction","SR 3034 over Middle Creek","Wayne         ","Bridge Replacement","795000","null","Bridge replacement on State Route 3034 (Mid Valley Road) over Middle Creek in Lake Township, Wayne County."
"68746","Under Construction","SR 11 over Theodore Street","Lackawanna    ","Bridge Preservation Activities","0","112835","Bridge preservation on State Route 11 (McDade Expressway) over Theodore Street in the City of Scranton, Lackawanna County."
"68754","Under Construction","SR 11 over SR 6011","Lackawanna    ","Bridge Preservation Activities","0","112835","Bridge preservation on State Route 11 (Joseph M McDade Expressway) over State Route 6011 (Oak Street Exit) in the City of Scranton, Lackawanna County."
"68801","Under Construction","SR 6 over Vandermark Creek","Pike          ","Replace/Rehab","869263","null","Bridge rehabilitation on State Route 6 (Constitution Avenue) over Vandermark Creek in Milford Borough and Township, Pike County."
"68829","Under Construction","SR 390 over Bridge Creek","Pike          ","Bridge Replacement","1991000","null","Bridge rehabilitation on State Route 390 over Bridge Creek in Greene Township, Pike County."
"68833","Under Construction","Fairview Outlet Bridge","Pike          ","Replace/Rehab","861487","null","Bridge rehabilitation on State Route 390 (Promised Land Road) over Outlet Fairview Lake in Palmyra Township, Pike County."
"68853","Under Construction","SR 4005 over D&H RR","Lackawanna    ","Bridge Rehabilitation","2423194","null","Bridge rehabilitation on State Route 4005 (Seamans Road) over D&H Railroad, in Benton Township, Lackawanna County."
"68918","Under Construction","SR 118 over Tributary Huntsville Reservoir","Luzerne       ","Bridge Replacement","933832","null","Bridge replacement on State Route 118 over Tributary to Huntsville Reservoir in Lehman Township, Luzerne County."
"68966","Under Construction","SR 1012 over Branch Harvey's Creek","Luzerne       ","Bridge Replacement","1166869","null","Bridge replacement on State Route 1012 (Chase Road) over Branch of Harvey's Creek, in Jackson Township, Luzerne County."
"68992","Under Construction","SR 1048 over Harvey's Creek","Luzerne       ","Bridge Replacement","1019118","null","Bridge replacement on State Route 1048 (Meeker Road) over Harvey's Creek in Lehman Township, Luzerne County."
"69141","Under Construction","Goheenville Dip","Armstrong     ","Safety Improvement","16612710","null","PA 28 from approximately 2.0 miles north of SR 1018 to approximately 5.8 miles south of SR 1004
Boggs and Wayne Townships
Safety Improvements"
"69181","Under Construction","I-84 ov LackRR/Roaring & 435","Lackawanna    ","Bridge Replacement","114029423","null","Bridge Replacement on I-84 EB and WB over Lackawanna County Railroad and Roaring Brook; Bridge Replacement on I-84 over State Route 435, and Interchange Improvement on I 84 and SR 0435 (Exit 2) in Dunmore Borough, Lackawanna County."
"69210","Under Construction","SR 8015 over Leggett's Creek","Lackawanna    ","Replace/Rehab","1655284","null","Bridge rehabilitation on State Route 8015 (Ramp F) over Leggett's Creek in South Abington Township, Lackawanna County."
"69913","Under Construction","Grays Ferry Ave O/Schuylk(C)","Philadelphia  ","Bridge Deck Rehabilitation","15350041","null","Grays Ferry Avenue over Schuylkill River
City of Philadelphia
Pier Rehabilitation"
"69914","Under Construction","Fifth Street over Conrail (C)","Philadelphia  ","Bridge Removal","0","17407","Fifth Street over Conrail
Bridge Removal
City of Philadelphia"
